ID,averageAge,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
4545,36.0,1,17340.0,1232.0,1,1,13
4546,41.0,1,15809.0,908.0,2,2,12
4547,45.0,1,13795.0,472.0,5,3,5
4548,25.0,1,17287.0,1224.0,1,1,13
4549,28.0,0,16791.0,1114.0,1,1,13
4550,46.0,0,15766.0,883.0,1,1,13
4551,37.0,1,19199.0,1510.0,1,1,13
4552,29.0,0,18417.0,1413.0,1,1,13
4553,41.0,1,17163.0,1195.0,1,1,13
4554,34.0,0,16573.0,1055.0,1,1,13
4555,32.0,1,14098.0,1583.0,9,4,4
4556,24.0,1,9044.0,7.0,1,1,13
4557,40.0,1,13350.0,274.0,1,1,13
4558,37.0,0,15804.0,889.0,1,1,13
4559,39.0,1,15885.0,906.0,1,1,13
4560,41.0,0,14761.0,717.0,7,4,8
4561,31.0,0,15439.0,805.0,1,1,13
4562,32.0,1,17772.0,1671.0,14,7,6
4563,70.0,1,20204.0,1597.0,1,1,13
4564,28.0,0,13019.0,207.0,1,1,13
4565,43.0,0,23441.0,1760.0,1,1,13
4566,45.0,1,11659.0,538.0,7,3,4
4567,29.0,0,14651.0,616.0,1,1,13
4568,55.0,0,13500.0,303.0,1,1,13
4569,40.0,1,18641.0,1444.0,1,1,13
4570,41.0,1,16486.0,1041.0,1,1,13
4571,25.0,0,17177.0,1198.0,1,1,13
4572,44.0,1,15301.0,841.0,3,2,10
4573,29.0,1,18106.0,1380.0,1,1,13
4574,41.0,0,16188.0,974.0,1,1,13
4575,56.0,1,19235.0,1516.0,1,1,13
4576,25.0,1,13984.0,441.0,1,1,13
4577,45.0,1,21600.0,1711.0,1,1,13
4578,26.0,1,15691.0,865.0,1,1,13
4579,42.0,0,17145.0,1286.0,4,3,11
4580,30.0,0,18123.0,1384.0,1,1,13
4581,25.0,0,17947.0,1528.0,3,2,11
4582,38.0,1,12988.0,204.0,1,1,13
4583,25.0,1,18502.0,1424.0,1,1,13
4584,36.0,1,15546.0,820.0,1,1,13
4585,41.0,0,17351.0,1234.0,1,1,13
4586,46.0,1,13546.0,314.0,1,1,13
4587,34.0,1,15640.0,865.0,2,2,12
4588,41.0,1,22580.0,1747.0,1,1,13
4589,38.0,1,12739.0,171.0,1,1,13
4590,48.0,1,18017.0,1291.0,2,2,12
4591,43.0,1,12394.0,132.0,1,1,13
4592,58.0,1,21834.0,2413.0,17,8,6
4593,40.0,1,18038.0,1369.0,1,1,13
4594,42.0,0,14314.0,521.0,1,1,13
4595,41.0,0,13714.0,351.0,1,1,13
4596,41.0,1,15596.0,853.0,2,2,12
4597,35.0,1,15752.0,878.0,1,1,13
4598,66.0,1,19845.0,1573.0,1,1,13
4599,30.0,0,18229.0,1624.0,3,2,9
4600,57.0,1,18629.0,1441.0,1,1,13
4601,34.0,0,18868.0,1472.0,1,1,13
4602,17.0,0,9924.0,14.0,1,1,13
4603,42.0,1,16148.0,981.0,2,2,12
4604,50.0,1,17589.0,1281.0,1,1,13
4605,31.0,1,17157.0,1191.0,1,1,13
4606,31.0,0,18422.0,1598.0,3,2,10
4607,48.0,1,14167.0,771.0,17,8,5
4608,24.0,1,18762.0,1458.0,1,1,13
4609,29.0,1,13926.0,423.0,1,1,13
4610,26.0,0,13846.0,387.0,1,1,13
4611,41.0,1,17692.0,1308.0,1,1,13
4612,24.0,1,13084.0,219.0,1,1,13
4613,43.0,1,17437.0,1252.0,1,1,13
4614,26.0,1,15691.0,865.0,1,1,13
4615,25.0,0,20230.0,1601.0,1,1,13
4616,49.0,0,13424.0,285.0,1,1,13
4617,34.0,1,13267.0,254.0,1,1,13
4618,24.0,1,15936.0,919.0,1,1,13
4619,53.0,1,16930.0,1380.0,4,2,8
4620,39.0,1,14912.0,1024.0,13,6,5
4621,21.0,1,16897.0,1135.0,1,1,13
4622,42.0,1,14815.0,656.0,1,1,13
4623,23.0,1,16837.0,1124.0,2,2,12
4624,56.0,0,20587.0,1626.0,2,2,12
4625,35.0,1,14245.0,626.0,14,7,7
4626,62.0,1,21862.0,1727.0,1,1,13
4627,56.0,0,13924.0,422.0,1,1,13
4628,48.0,1,14853.0,660.0,1,1,13
4629,38.0,1,16443.0,993.0,2,2,12
4630,40.0,1,18132.0,1390.0,2,2,12
4631,41.0,1,20293.0,1610.0,1,1,13
4632,38.0,1,14568.0,601.0,4,3,10
4633,61.0,1,18591.0,1911.0,8,4,8
4634,65.0,1,15143.0,727.0,1,1,13
4635,36.0,1,13421.0,284.0,1,1,13
4636,35.0,0,21352.0,1695.0,1,1,13
4637,62.0,1,19112.0,1505.0,1,1,13
4638,27.0,1,17101.0,1177.0,1,1,13
4639,56.0,1,19945.0,2180.0,9,4,2
4640,39.0,1,14204.0,480.0,1,1,13
4641,44.0,0,16032.0,1195.0,7,4,8
4642,29.0,1,21579.0,1709.0,1,1,13
4643,35.0,1,13783.0,370.0,1,1,13
4644,25.0,1,9746.0,10.0,1,1,13
4645,43.0,1,14371.0,547.0,1,1,13
4646,35.0,0,20275.0,1608.0,1,1,13
4647,43.0,1,16114.0,1320.0,12,5,3
4648,25.0,1,18074.0,1377.0,1,1,13
4649,44.0,0,14794.0,654.0,1,1,13
4650,50.0,1,19404.0,1539.0,1,1,13
4651,52.0,1,18134.0,1386.0,1,1,13
4652,43.0,1,12331.0,2241.0,5,2,4
4653,26.0,1,15442.0,806.0,1,1,13
4654,32.0,1,20398.0,1872.0,4,3,9
4655,35.0,1,14933.0,673.0,1,1,13
4656,32.0,1,14935.0,674.0,1,1,13
4657,21.0,1,13977.0,439.0,1,1,13
4658,46.0,0,20215.0,1598.0,1,1,13
4659,69.0,1,19263.0,1520.0,1,1,13
4660,49.0,1,16230.0,1531.0,9,4,6
4661,28.0,1,13853.0,391.0,1,1,13
4662,60.0,0,19369.0,1682.0,4,3,11
4663,25.0,1,14672.0,624.0,1,1,13
4664,55.0,1,17881.0,1344.0,1,1,13
4665,46.0,1,11124.0,43.0,1,1,13
4666,43.0,1,19404.0,1539.0,1,1,13
4667,43.0,1,16261.0,990.0,1,1,13
4668,31.0,0,15570.0,827.0,1,1,13
4669,27.0,0,12917.0,198.0,1,1,13
4670,68.0,1,16314.0,1215.0,7,4,9
4671,42.0,1,15047.0,719.0,2,2,12
4672,31.0,1,16811.0,1259.0,5,3,10
4673,29.0,0,24447.0,1769.0,1,1,13
4674,40.0,1,14048.0,450.0,1,1,13
4675,31.0,1,21243.0,1687.0,1,1,13
4676,24.0,1,16871.0,1131.0,1,1,13
4677,40.0,1,18615.0,1440.0,1,1,13
4678,27.0,1,18975.0,1488.0,1,1,13
4679,47.0,1,12599.0,159.0,1,1,13
4680,31.0,1,10789.0,29.0,1,1,13
4681,49.0,1,17968.0,1359.0,1,1,13
4682,40.0,1,10912.0,34.0,1,1,13
4683,29.0,0,14619.0,608.0,1,1,13
4684,41.0,1,12394.0,132.0,1,1,13
4685,53.0,1,9597.0,148.0,8,3,4
4686,76.0,1,17731.0,1781.0,9,5,6
4687,35.0,1,14247.0,496.0,1,1,13
4688,32.0,0,10938.0,36.0,1,1,13
4689,48.0,1,13279.0,256.0,1,1,13
4690,31.0,0,16776.0,1109.0,1,1,13
4691,48.0,1,17456.0,1731.0,17,8,6
4692,36.0,1,16844.0,1127.0,1,1,13
4693,25.0,1,13063.0,326.0,2,2,12
4694,48.0,1,15960.0,1030.0,4,3,11
4695,27.0,1,16643.0,1068.0,1,1,13
4696,44.0,1,16858.0,1130.0,1,1,13
4697,37.0,1,11561.0,65.0,1,1,13
4698,23.0,0,19819.0,1570.0,1,1,13
4699,32.0,1,17055.0,1328.0,3,2,11
4700,21.0,1,15065.0,704.0,1,1,13
4701,46.0,1,17272.0,1216.0,1,1,13
4702,36.0,0,17101.0,1177.0,1,1,13
4703,43.0,0,15888.0,908.0,1,1,13
4704,56.0,1,11729.0,74.0,1,1,13
4705,38.0,0,14504.0,586.0,2,2,12
4706,32.0,1,13772.0,368.0,1,1,13
4707,40.0,1,14549.0,591.0,1,1,13
4708,47.0,1,20557.0,1644.0,1,1,13
4709,38.0,1,13804.0,376.0,1,1,13
4710,49.0,1,13874.0,404.0,1,1,13
4711,31.0,1,13856.0,394.0,1,1,13
4712,39.0,0,15816.0,913.0,2,2,12
4713,40.0,1,13498.0,302.0,1,1,13
4714,48.0,0,17435.0,1251.0,1,1,13
4715,27.0,1,13888.0,409.0,1,1,13
4716,49.0,1,15806.0,891.0,1,1,13
4717,33.0,1,13150.0,229.0,1,1,13
4718,26.0,0,15101.0,712.0,1,1,13
4719,35.0,1,13286.0,258.0,1,1,13
4720,37.0,1,14205.0,509.0,2,2,12
4721,39.0,1,14182.0,2031.0,8,3,4
4722,51.0,1,19197.0,1509.0,1,1,13
4723,39.0,0,18639.0,1809.0,7,4,8
4724,38.0,0,15863.0,903.0,1,1,13
4725,38.0,1,17798.0,1278.0,2,2,12
4726,31.0,0,20616.0,1647.0,1,1,13
4727,37.0,0,22580.0,1747.0,1,1,13
4728,39.0,1,17594.0,1305.0,2,2,12
4729,34.0,1,17068.0,1165.0,1,1,13
4730,26.0,1,18859.0,1470.0,1,1,13
4731,44.0,0,15910.0,910.0,1,1,13
4732,43.0,1,13445.0,292.0,1,1,13
4733,33.0,1,15790.0,960.0,6,4,10
4734,35.0,1,20139.0,1848.0,3,2,11
4735,32.0,1,18798.0,1464.0,1,1,13
4736,36.0,0,16314.0,998.0,1,1,13
4737,31.0,0,16306.0,996.0,1,1,13
4738,28.0,1,14340.0,534.0,1,1,13
4739,37.0,1,20320.0,1616.0,1,1,13
4740,34.0,0,17665.0,1301.0,1,1,13
4741,42.0,0,18279.0,1400.0,1,1,13
4742,36.0,0,21330.0,1694.0,1,1,13
4743,37.0,1,14417.0,564.0,1,1,13
4744,41.0,1,15165.0,733.0,1,1,13
4745,36.0,1,14315.0,522.0,1,1,13
4746,37.0,0,13401.0,280.0,1,1,13
4747,37.0,0,14599.0,656.0,3,2,11
4748,48.0,1,18383.0,1409.0,1,1,13
4749,44.0,0,13892.0,413.0,1,1,13
4750,44.0,1,17551.0,1275.0,1,1,13
4751,46.0,1,16983.0,1154.0,1,1,13
4752,37.0,1,16669.0,1077.0,1,1,13
4753,30.0,1,22275.0,1737.0,1,1,13
4754,30.0,1,12691.0,165.0,1,1,13
4755,33.0,0,22260.0,1736.0,1,1,13
4756,44.0,1,15351.0,783.0,1,1,13
4757,21.0,1,13039.0,210.0,1,1,13
4758,29.0,0,16680.0,1082.0,1,1,13
4759,26.0,0,15256.0,778.0,2,2,12
4760,52.0,1,19910.0,1581.0,1,1,13
4761,40.0,1,14274.0,506.0,1,1,13
4762,36.0,1,12274.0,120.0,1,1,13
4763,44.0,1,14326.0,525.0,1,1,13
4764,45.0,1,12022.0,1504.0,5,2,4
4765,19.0,1,13357.0,338.0,4,3,11
4766,35.0,1,11307.0,50.0,1,1,13
4767,21.0,1,15188.0,740.0,1,1,13
4768,25.0,1,19756.0,1562.0,1,1,13
4769,36.0,1,13129.0,228.0,1,1,13
4770,68.0,1,20931.0,1853.0,4,3,10
4771,39.0,0,16138.0,959.0,1,1,13
4772,37.0,1,12415.0,135.0,1,1,13
4773,46.0,1,17801.0,1334.0,1,1,13
4774,26.0,0,15202.0,747.0,1,1,13
4775,52.0,1,20841.0,1663.0,1,1,13
4776,33.0,1,18482.0,1435.0,2,2,12
4777,56.0,1,13361.0,277.0,1,1,13
4778,32.0,1,15461.0,836.0,3,2,10
4779,24.0,1,12485.0,146.0,1,1,13
4780,53.0,1,14279.0,650.0,12,6,7
4781,53.0,1,17503.0,1264.0,1,1,13
4782,31.0,1,20542.0,1641.0,1,1,13
4783,28.0,1,15431.0,799.0,1,1,13
4784,29.0,1,12274.0,120.0,1,1,13
4785,49.0,0,17565.0,1278.0,1,1,13
4786,26.0,1,14653.0,617.0,1,1,13
4787,66.0,1,19739.0,1714.0,4,3,11
4788,57.0,0,17426.0,1248.0,1,1,13
4789,34.0,0,15978.0,932.0,1,1,13
4790,32.0,1,14104.0,459.0,1,1,13
4791,23.0,1,10662.0,27.0,1,1,13
4792,42.0,1,12401.0,134.0,1,1,13
4793,38.0,1,16292.0,1128.0,6,4,10
4794,25.0,1,8531.0,3.0,1,1,13
4795,62.0,1,20398.0,1622.0,1,1,13
4796,23.0,0,18919.0,1479.0,1,1,13
4797,28.0,1,14997.0,688.0,1,1,13
4798,33.0,1,14412.0,560.0,1,1,13
4799,39.0,0,18063.0,1374.0,1,1,13
4800,43.0,1,10741.0,28.0,1,1,13
4801,36.0,0,16999.0,1156.0,1,1,13
4802,46.0,1,15407.0,793.0,1,1,13
4803,58.0,1,16440.0,1172.0,3,2,10
4804,43.0,1,14001.0,611.0,12,5,2
4805,29.0,1,15157.0,732.0,1,1,13
4806,34.0,0,13109.0,226.0,1,1,13
4807,43.0,1,20965.0,1671.0,1,1,13
4808,31.0,1,18471.0,1416.0,1,1,13
4809,38.0,0,18612.0,1451.0,2,2,12
4810,44.0,1,15874.0,1367.0,10,4,4
4811,53.0,1,13564.0,318.0,1,1,13
4812,46.0,1,21727.0,1717.0,1,1,13
4813,24.0,0,16114.0,969.0,2,2,12
4814,34.0,1,13759.0,364.0,1,1,13
4815,44.0,0,14371.0,572.0,2,2,12
4816,42.0,0,12873.0,194.0,1,1,13
4817,44.0,0,17733.0,1319.0,1,1,13
4818,55.0,1,17490.0,1261.0,1,1,13
4819,48.0,1,17904.0,1347.0,2,2,12
4820,36.0,1,15383.0,787.0,1,1,13
4821,32.0,1,11659.0,70.0,1,1,13
4822,28.0,1,19200.0,1511.0,1,1,13
4823,31.0,1,17054.0,1161.0,1,1,13
4824,41.0,1,13656.0,341.0,1,1,13
4825,51.0,1,20664.0,1652.0,1,1,13
4826,24.0,1,10870.0,31.0,1,1,13
4827,35.0,1,19429.0,1754.0,6,4,10
4828,62.0,1,21668.0,1715.0,1,1,13
4829,51.0,1,15063.0,791.0,3,2,11
4830,42.0,0,16339.0,1004.0,1,1,13
4831,50.0,1,14697.0,627.0,1,1,13
4832,39.0,1,15482.0,1055.0,4,2,6
4833,27.0,0,13684.0,347.0,1,1,13
4834,31.0,1,13857.0,395.0,1,1,13
4835,35.0,1,17265.0,1553.0,20,9,5
4836,33.0,1,16730.0,1093.0,1,1,13
4837,32.0,0,15674.0,858.0,1,1,13
4838,49.0,0,16937.0,1142.0,1,1,13
4839,24.0,1,13609.0,329.0,1,1,13
4840,51.0,1,14458.0,575.0,1,1,13
4841,45.0,1,12447.0,141.0,1,1,13
4842,38.0,1,15941.0,920.0,1,1,13
4843,51.0,0,14243.0,564.0,4,3,11
4844,24.0,0,15758.0,880.0,1,1,13
4845,42.0,0,14143.0,464.0,1,1,13
4846,39.0,0,13425.0,287.0,1,1,13
4847,34.0,1,11850.0,84.0,1,1,13
4848,47.0,1,18916.0,1478.0,1,1,13
4849,42.0,0,17396.0,1242.0,1,1,13
4850,45.0,1,14788.0,651.0,1,1,13
4851,32.0,1,15564.0,825.0,1,1,13
4852,29.0,1,18359.0,1405.0,1,1,13
4853,25.0,1,8082.0,1.0,1,1,13
4854,23.0,1,11771.0,75.0,1,1,13
4855,39.0,1,13794.0,374.0,1,1,13
4856,53.0,1,14272.0,504.0,1,1,13
4857,40.0,0,12939.0,203.0,1,1,13
4858,40.0,0,17358.0,1235.0,1,1,13
4859,40.0,1,14783.0,672.0,2,2,12
4860,40.0,1,14407.0,558.0,1,1,13
4861,31.0,1,15665.0,853.0,1,1,13
4862,30.0,1,21370.0,1698.0,1,1,13
4863,47.0,1,12275.0,200.0,17,8,5
4864,24.0,0,13973.0,436.0,1,1,13
4865,36.0,1,20655.0,1638.0,2,2,12
4866,44.0,1,19939.0,1882.0,7,4,7
4867,34.0,0,16258.0,989.0,1,1,13
4868,61.0,0,22712.0,1753.0,1,1,13
4869,41.0,1,11951.0,93.0,1,1,13
4870,41.0,1,12231.0,164.0,4,3,9
4871,36.0,1,14234.0,562.0,4,3,11
4872,40.0,1,12180.0,107.0,3,2,10
4873,43.0,0,16061.0,949.0,1,1,13
4874,21.0,0,24611.0,1770.0,1,1,13
4875,33.0,0,20777.0,1659.0,1,1,13
4876,26.0,1,11400.0,74.0,4,3,11
4877,45.0,1,15578.0,1112.0,12,6,5
4878,21.0,0,16641.0,1067.0,1,1,13
4879,28.0,0,17280.0,1219.0,1,1,13
4880,33.0,1,22294.0,1738.0,1,1,13
4881,17.0,0,16146.0,961.0,1,1,13
4882,40.0,1,15777.0,898.0,2,2,12
4883,45.0,0,12934.0,201.0,1,1,13
4884,46.0,1,12232.0,119.0,1,1,13
4885,37.0,0,12009.0,96.0,1,1,13
4886,36.0,0,19217.0,1514.0,1,1,13
4887,33.0,1,15772.0,884.0,1,1,13
4888,28.0,1,17917.0,1619.0,4,2,8
4889,34.0,0,16597.0,1060.0,1,1,13
4890,34.0,0,17986.0,1363.0,1,1,13
4891,45.0,1,13370.0,524.0,9,4,5
4892,33.0,0,14669.0,621.0,1,1,13
4893,29.0,1,10608.0,25.0,1,1,13
4894,43.0,0,22090.0,1733.0,1,1,13
4895,35.0,1,11293.0,48.0,1,1,13
4896,33.0,1,20210.0,1587.0,2,2,12
4897,40.0,0,13233.0,330.0,3,2,11
4898,44.0,1,19053.0,1500.0,1,1,13
4899,53.0,1,17308.0,1228.0,1,1,13
4900,43.0,1,16100.0,954.0,1,1,13
4901,32.0,1,14182.0,471.0,1,1,13
4902,29.0,0,23425.0,1757.0,1,1,13
4903,32.0,1,13831.0,462.0,4,3,11
4904,27.0,1,14311.0,518.0,1,1,13
4905,32.0,1,16320.0,1001.0,1,1,13
4906,43.0,1,13149.0,277.0,5,3,10
4907,41.0,0,12840.0,188.0,1,1,13
4908,21.0,1,12058.0,102.0,1,1,13
4909,36.0,0,21543.0,1707.0,1,1,13
4910,32.0,1,15128.0,723.0,1,1,13
4911,31.0,1,13475.0,382.0,8,4,3
4912,46.0,1,13938.0,451.0,2,2,12
4913,62.0,1,17918.0,2266.0,11,4,3
4914,48.0,0,21306.0,1693.0,1,1,13
4915,51.0,0,22700.0,1752.0,1,1,13
4916,49.0,1,14043.0,565.0,8,4,7
4917,43.0,0,21805.0,1723.0,1,1,13
4918,47.0,1,20502.0,1637.0,1,1,13
4919,41.0,1,10964.0,2015.0,5,2,4
4920,58.0,1,17877.0,1342.0,1,1,13
4921,49.0,1,13655.0,534.0,7,4,6
4922,39.0,0,16535.0,1048.0,1,1,13
4923,38.0,1,11878.0,85.0,1,1,13
4924,31.0,0,14793.0,653.0,1,1,13
4925,30.0,1,15918.0,913.0,1,1,13
4926,32.0,0,14606.0,605.0,1,1,13
4927,43.0,1,17285.0,1222.0,1,1,13
4928,29.0,1,16170.0,967.0,1,1,13
4929,42.0,1,17677.0,1306.0,1,1,13
4930,29.0,0,16422.0,1026.0,1,1,13
4931,62.0,0,19779.0,1565.0,1,1,13
4932,54.0,1,15250.0,761.0,1,1,13
4933,29.0,0,21197.0,1683.0,1,1,13
4934,29.0,0,20856.0,1666.0,1,1,13
4935,55.0,1,18318.0,1401.0,1,1,13
4936,46.0,1,16960.0,1344.0,5,3,10
4937,43.0,1,15116.0,800.0,4,3,11
4938,46.0,1,14352.0,540.0,1,1,13
4939,28.0,0,17716.0,1313.0,1,1,13
4940,27.0,1,15619.0,841.0,1,1,13
4941,38.0,1,17653.0,1300.0,2,2,12
4942,34.0,0,13593.0,323.0,1,1,13
4943,33.0,1,11095.0,40.0,1,1,13
4944,46.0,1,9526.0,356.0,5,2,4
4945,37.0,1,15510.0,814.0,1,1,13
4946,35.0,0,18708.0,1451.0,1,1,13
4947,25.0,0,13646.0,337.0,1,1,13
4948,63.0,1,19752.0,1934.0,9,5,8
4949,42.0,1,11560.0,63.0,1,1,13
4950,34.0,0,15804.0,889.0,1,1,13
4951,40.0,0,11940.0,91.0,1,1,13
4952,30.0,1,23988.0,1766.0,1,1,13
4953,43.0,0,16273.0,993.0,1,1,13
4954,54.0,1,14928.0,671.0,1,1,13
4955,36.0,0,17781.0,1329.0,1,1,13
4956,52.0,1,13859.0,398.0,1,1,13
4957,38.0,0,18968.0,1486.0,1,1,13
4958,44.0,1,16988.0,1276.0,4,3,11
4959,38.0,0,21727.0,1717.0,1,1,13
4960,36.0,0,16842.0,1146.0,2,2,12
4961,26.0,1,18798.0,1464.0,1,1,13
4962,32.0,0,15684.0,863.0,1,1,13
4963,49.0,1,13513.0,305.0,1,1,13
4964,66.0,1,18649.0,1446.0,1,1,13
4965,24.0,1,18581.0,1434.0,1,1,13
4966,29.0,0,17179.0,1200.0,1,1,13
4967,39.0,1,14508.0,587.0,1,1,13
4968,38.0,1,19539.0,1543.0,1,1,13
4969,21.0,1,13334.0,272.0,1,1,13
4970,34.0,1,14234.0,747.0,6,3,2
4971,33.0,1,14273.0,505.0,1,1,13
4972,45.0,0,11224.0,46.0,1,1,13
4973,40.0,0,20726.0,1656.0,1,1,13
4974,32.0,1,18582.0,1435.0,1,1,13
4975,34.0,1,15283.0,1219.0,5,3,6
4976,37.0,1,14476.0,580.0,1,1,13
4977,31.0,1,14412.0,560.0,1,1,13
4978,34.0,1,18137.0,1387.0,1,1,13
4979,30.0,1,15513.0,815.0,1,1,13
4980,46.0,1,11493.0,63.0,2,2,12
4981,41.0,0,15253.0,762.0,1,1,13
4982,29.0,0,15381.0,1008.0,6,3,8
4983,59.0,1,22245.0,1735.0,1,1,13
4984,33.0,0,13808.0,378.0,1,1,13
4985,30.0,1,12755.0,175.0,1,1,13
4986,20.0,1,19565.0,1544.0,1,1,13
4987,33.0,1,16164.0,965.0,1,1,13
4988,42.0,1,16371.0,1014.0,1,1,13
4989,26.0,1,17042.0,1160.0,1,1,13
4990,40.0,0,10140.0,23.0,8,4,5
4991,35.0,1,19667.0,1500.0,4,2,7
4992,29.0,0,18987.0,1710.0,3,2,10
4993,42.0,1,14758.0,643.0,1,1,13
4994,50.0,1,14742.0,634.0,2,2,12
4995,30.0,0,16831.0,1121.0,1,1,13
4996,43.0,0,15801.0,888.0,1,1,13
4997,42.0,1,14752.0,639.0,1,1,13
4998,37.0,0,14199.0,476.0,1,1,13
4999,26.0,1,18786.0,1460.0,1,1,13
5000,42.0,1,15329.0,950.0,4,2,7
5001,35.0,1,18436.0,1414.0,1,1,13
5002,34.0,1,12298.0,124.0,1,1,13
5003,32.0,1,13759.0,364.0,1,1,13
5004,43.0,1,10042.0,18.0,1,1,13
5005,39.0,1,18081.0,1827.0,9,4,7
5006,36.0,0,21068.0,2607.0,4,2,5
5007,30.0,1,20866.0,1667.0,1,1,13
5008,53.0,1,13008.0,206.0,1,1,13
5009,32.0,1,18792.0,1462.0,1,1,13
5010,25.0,0,17593.0,1282.0,1,1,13
5011,56.0,1,15418.0,796.0,1,1,13
5012,38.0,1,18899.0,1476.0,1,1,13
5013,32.0,0,13920.0,420.0,1,1,13
5014,36.0,0,12201.0,114.0,1,1,13
5015,39.0,1,17645.0,1296.0,1,1,13
5016,32.0,1,15462.0,810.0,1,1,13
5017,42.0,0,17173.0,1197.0,1,1,13
5018,33.0,1,12006.0,95.0,1,1,13
5019,32.0,1,15348.0,1055.0,8,4,3
5020,52.0,1,21984.0,1730.0,1,1,13
5021,39.0,1,16095.0,952.0,1,1,13
5022,47.0,0,10537.0,1965.0,5,2,4
5023,31.0,1,20942.0,1652.0,2,2,12
5024,63.0,1,16733.0,1094.0,1,1,13
5025,26.0,0,18979.0,1489.0,1,1,13
5026,29.0,1,16027.0,943.0,1,1,13
5027,40.0,1,15005.0,692.0,1,1,13
5028,37.0,1,13813.0,380.0,1,1,13
5029,48.0,1,16579.0,1057.0,1,1,13
5030,40.0,0,20130.0,1596.0,1,1,13
5031,39.0,1,13368.0,287.0,3,2,10
5032,53.0,1,13185.0,234.0,1,1,13
5033,48.0,1,19641.0,1551.0,1,1,13
5034,51.0,1,18613.0,1768.0,9,5,8
5035,65.0,1,19868.0,1576.0,1,1,13
5036,39.0,1,13649.0,362.0,2,2,12
5037,44.0,1,13806.0,377.0,1,1,13
5038,39.0,1,16706.0,1092.0,1,1,13
5039,28.0,0,14781.0,647.0,1,1,13
5040,39.0,0,10319.0,1044.0,5,2,4
5041,26.0,0,16669.0,1077.0,1,1,13
5042,32.0,0,13898.0,414.0,1,1,13
5043,32.0,0,19351.0,1534.0,1,1,13
5044,47.0,1,17225.0,1335.0,4,3,11
5045,38.0,1,22620.0,1749.0,1,1,13
5046,53.0,1,17865.0,1341.0,1,1,13
5047,33.0,0,21645.0,1713.0,1,1,13
5048,35.0,0,13203.0,236.0,1,1,13
5049,29.0,1,17747.0,1323.0,1,1,13
5050,42.0,0,17970.0,1362.0,2,2,12
5051,35.0,1,17741.0,1320.0,1,1,13
5052,38.0,1,17172.0,1301.0,4,3,11
5053,43.0,0,14410.0,624.0,4,3,11
5054,43.0,1,12470.0,175.0,3,2,11
5055,45.0,1,17393.0,1263.0,2,2,12
5056,52.0,1,17378.0,1236.0,1,1,13
5057,38.0,1,14374.0,548.0,1,1,13
5058,41.0,1,15022.0,695.0,1,1,13
5059,52.0,1,17762.0,1326.0,1,1,13
5060,36.0,1,16124.0,958.0,1,1,13
5061,26.0,0,17427.0,1227.0,2,2,12
5062,32.0,1,11408.0,56.0,1,1,13
5063,38.0,1,13824.0,383.0,1,1,13
5064,26.0,1,14028.0,448.0,1,1,13
5065,33.0,0,14526.0,589.0,1,1,13
5066,53.0,1,16199.0,1025.0,3,2,10
5067,45.0,0,17684.0,1307.0,1,1,13
5068,24.0,0,15648.0,849.0,1,1,13
5069,40.0,1,14280.0,509.0,1,1,13
5070,40.0,1,17651.0,1640.0,8,3,2
5071,33.0,0,20768.0,1658.0,1,1,13
5072,46.0,1,16495.0,1043.0,1,1,13
5073,39.0,0,16408.0,1022.0,1,1,13
5074,30.0,1,17656.0,1301.0,2,2,12
5075,41.0,1,14551.0,592.0,1,1,13
5076,49.0,1,13346.0,273.0,1,1,13
5077,29.0,1,14335.0,530.0,1,1,13
5078,39.0,1,19313.0,1526.0,1,1,13
5079,28.0,0,15673.0,857.0,1,1,13
5080,60.0,1,19606.0,1547.0,1,1,13
5081,32.0,1,14841.0,658.0,1,1,13
5082,47.0,0,15452.0,809.0,1,1,13
5083,48.0,1,13478.0,327.0,2,2,12
5084,40.0,1,15259.0,764.0,1,1,13
5085,50.0,1,16261.0,990.0,1,1,13
5086,45.0,0,18968.0,1486.0,1,1,13
5087,31.0,0,16654.0,1072.0,1,1,13
5088,22.0,1,13083.0,218.0,1,1,13
5089,25.0,1,15607.0,839.0,1,1,13
5090,24.0,0,16766.0,1105.0,1,1,13
5091,48.0,1,14816.0,676.0,2,2,12
5092,40.0,1,12970.0,277.0,9,4,7
5093,36.0,0,16188.0,974.0,1,1,13
5094,31.0,1,16525.0,1044.0,3,2,11
5095,35.0,1,15861.0,902.0,1,1,13
5096,28.0,1,11827.0,80.0,1,1,13
5097,35.0,0,19097.0,1910.0,4,2,8
5098,33.0,0,16325.0,1002.0,1,1,13
5099,20.0,1,15303.0,775.0,1,1,13
5100,28.0,1,14153.0,465.0,1,1,13
5101,28.0,0,17513.0,1267.0,1,1,13
5102,40.0,1,15132.0,876.0,8,4,8
5103,32.0,1,16617.0,1062.0,1,1,13
5104,39.0,1,11648.0,68.0,1,1,13
5105,46.0,1,15625.0,1017.0,10,5,8
5106,36.0,1,14745.0,656.0,3,2,10
5107,27.0,0,17122.0,1183.0,1,1,13
5108,53.0,1,10895.0,36.0,2,2,12
5109,35.0,1,16388.0,1016.0,1,1,13
5110,32.0,1,13193.0,346.0,10,5,8
5111,28.0,0,16661.0,1076.0,1,1,13
5112,30.0,1,14296.0,513.0,1,1,13
5113,41.0,1,13329.0,267.0,1,1,13
